repair_id,product_id,sku,component_id,component_type,failure_date,failure_type,failure_description,repair_status,repair_cost,replacement_cost,downtime_days,warranty_claim
R0010143,P017231,LP-HP-THINK-L2S-2024,BAT-HP-THINK-L2S-2024,Battery,2025-06-14,Battery degradation,Battery degradation reported for battery.,Repaired,120.14,201.7,3,False
R0010144,P017232,LP-DELL-ZEN-FSK-2024,BAT-DELL-ZEN-FSK-2024,Battery,2025-07-01,Battery not charging,Battery not charging reported for battery.,Component Replaced,295.7,295.7,2,True
R0010145,P017233,LP-ASUS-STEALTH-I1J-2020,BAT-ASUS-STEALTH-I1J-2020,Battery,2020-07-01,Battery not charging,Battery not charging reported for battery.,Component Replaced,187.71,187.71,4,True
R0010146,P017235,LP-MSI-SLIM-I59-2025,MB-MSI-SLIM-I59-2025,Motherboard,2026-01-05,Boot failure,Boot failure reported for motherboard.,Component Replaced,624.5,624.5,12,True
R0010147,P017236,LP-GIGABYTE-BLADE-GM1-2024,BAT-GIGABYTE-BLADE-GM1-2024,Battery,2025-09-09,Battery swelling,Battery swelling reported for battery.,Component Replaced,201.54,201.54,2,True
R0010148,P017239,LP-APPLE-PRO-CTP-2025,BAT-APPLE-PRO-CTP-2025,Battery,2025-04-27,Battery not charging,Battery not charging reported for battery.,Repaired,60.9,213.86,4,True
R0010149,P017240,LP-RAZER-NITRO-ANJ-2024,DSP-RAZER-NITRO-ANJ-2024,Display,2026-02-09,Screen flickering,Screen flickering reported for display.,Component Replaced,541.44,541.44,3,False
R0010150,P017241,LP-GIGABYTE-CREATOR-41M-2024,RAM-GIGABYTE-CREATOR-41M-2024,RAM,2024-04-28,Memory instability,Memory instability reported for ram.,Repaired,24.09,86.61,3,True
R0010151,P017243,LP-DELL-ZEN-IT8-2024,SSD-DELL-ZEN-IT8-2024,SSD,2024-08-04,Drive not detected,Drive not detected reported for ssd.,Component Replaced,199.02,199.02,7,True
R0010152,P017245,LP-MSI-ZEN-SI5-2022,RAM-MSI-ZEN-SI5-2022,RAM,2022-03-06,Memory instability,Memory instability reported for ram.,Component Replaced,160.08,160.08,4,True
R0010153,P017247,LP-HP-AIR-TTZ-2023,SSD-HP-AIR-TTZ-2023,SSD,2025-04-13,Drive not detected,Drive not detected reported for ssd.,Component Replaced,193.02,193.02,7,False
R0010154,P017247,LP-HP-AIR-TTZ-2023,KBD-HP-AIR-TTZ-2023,Keyboard,2024-12-02,Key failure,Key failure reported for keyboard.,Component Replaced,88.99,88.99,3,False
R0010155,P017248,LP-ACER-ZEN-PLL-2020,MB-ACER-ZEN-PLL-2020,Motherboard,2025-03-10,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,486.47,486.47,14,False
R0010156,P017251,LP-HP-STEALTH-3P5-2023,MB-HP-STEALTH-3P5-2023,Motherboard,2024-01-12,Power failure,Power failure reported for motherboard.,Repaired,258.4,559.15,6,True
R0010157,P017251,LP-HP-STEALTH-3P5-2023,BAT-HP-STEALTH-3P5-2023,Battery,2024-11-19,Battery degradation,Battery degradation reported for battery.,Repaired,100.76,181.88,3,True
R0010158,P017252,LP-ACER-AIR-U6O-2020,MB-ACER-AIR-U6O-2020,Motherboard,2023-07-31,Power failure,Power failure reported for motherboard.,Repaired,254.0,563.09,15,False
R0010159,P017256,LP-ASUS-ZEN-WZF-2024,RAM-ASUS-ZEN-WZF-2024,RAM,2024-08-03,RAM module failure,RAM module failure reported for ram.,Component Replaced,125.7,125.7,4,True
R0010160,P017257,LP-LENOVO-SLIM-HLY-2023,MB-LENOVO-SLIM-HLY-2023,Motherboard,2024-12-14,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,434.69,434.69,13,False
R0010161,P017259,LP-APPLE-CREATOR-M35-2020,RAM-APPLE-CREATOR-M35-2020,RAM,2025-04-04,System crashes,System crashes reported for ram.,Component Replaced,241.74,241.74,3,False
R0010162,P017263,LP-HP-NITRO-YI8-2025,DSP-HP-NITRO-YI8-2025,Display,2026-04-12,Display failure,Display failure reported for display.,Component Replaced,558.64,558.64,3,True
R0010163,P017264,LP-SAMSUNG-CREATOR-Y62-2025,MB-SAMSUNG-CREATOR-Y62-2025,Motherboard,2025-06-05,Power failure,Power failure reported for motherboard.,Repaired,116.2,380.67,11,True
R0010164,P017265,LP-GIGABYTE-AIR-FFB-2023,MB-GIGABYTE-AIR-FFB-2023,Motherboard,2024-08-05,Charging circuit failure,Charging circuit failure reported for motherboard.,End of Life,85.37,449.33,10,False
R0010165,P017271,LP-HP-STEALTH-T0X-2025,MB-HP-STEALTH-T0X-2025,Motherboard,2025-03-15,Power failure,Power failure reported for motherboard.,Component Replaced,291.96,291.96,13,True
R0010166,P017272,LP-APPLE-THINK-A2R-2021,BAT-APPLE-THINK-A2R-2021,Battery,2024-09-26,Battery degradation,Battery degradation reported for battery.,Repaired,96.37,225.15,3,False
R0010167,P017273,LP-RAZER-AIR-51G-2024,KBD-RAZER-AIR-51G-2024,Keyboard,2026-07-25,Key failure,Key failure reported for keyboard.,Component Replaced,91.64,91.64,3,True
R0010168,P017277,LP-ASUS-AIR-V77-2025,MB-ASUS-AIR-V77-2025,Motherboard,2025-11-02,System instability,System instability reported for motherboard.,End of Life,79.38,435.27,8,True
R0010169,P017281,LP-SAMSUNG-LEGION-YD4-2023,RAM-SAMSUNG-LEGION-YD4-2023,RAM,2023-01-06,RAM module failure,RAM module failure reported for ram.,Component Replaced,205.97,205.97,2,True
R0010170,P017281,LP-SAMSUNG-LEGION-YD4-2023,KBD-SAMSUNG-LEGION-YD4-2023,Keyboard,2025-03-28,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,115.74,115.74,2,False
R0010171,P017282,LP-HP-BLADE-T1Z-2024,KBD-HP-BLADE-T1Z-2024,Keyboard,2025-10-03,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,112.65,112.65,3,False
R0010172,P017286,LP-DELL-THINK-4EQ-2020,BAT-DELL-THINK-4EQ-2020,Battery,2024-04-17,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,68.14,194.34,1,False
R0010173,P017287,LP-LENOVO-BLADE-CP9-2023,MB-LENOVO-BLADE-CP9-2023,Motherboard,2024-04-19,Boot failure,Boot failure reported for motherboard.,Component Replaced,375.54,375.54,14,True
R0010174,P017289,LP-LENOVO-AIR-C9W-2023,DSP-LENOVO-AIR-C9W-2023,Display,2023-01-09,Screen flickering,Screen flickering reported for display.,Repaired,167.08,297.32,8,True
R0010175,P017290,LP-SAMSUNG-AIR-UOH-2024,MB-SAMSUNG-AIR-UOH-2024,Motherboard,2025-07-29,Boot failure,Boot failure reported for motherboard.,Repaired,140.4,557.77,6,False
R0010176,P017292,LP-LENOVO-NITRO-S9N-2023,MB-LENOVO-NITRO-S9N-2023,Motherboard,2023-05-14,Power failure,Power failure reported for motherboard.,Component Replaced,511.06,511.06,8,True
R0010177,P017295,LP-RAZER-ZEN-YK0-2021,MB-RAZER-ZEN-YK0-2021,Motherboard,2025-09-22,Power failure,Power failure reported for motherboard.,Component Replaced,587.51,587.51,8,False
R0010178,P017298,LP-GIGABYTE-ZEN-U2Q-2024,RAM-GIGABYTE-ZEN-U2Q-2024,RAM,2026-04-16,System crashes,System crashes reported for ram.,Component Replaced,177.15,177.15,1,False
R0010179,P017298,LP-GIGABYTE-ZEN-U2Q-2024,KBD-GIGABYTE-ZEN-U2Q-2024,Keyboard,2026-07-31,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,94.97,94.97,5,False
R0010180,P017299,LP-ASUS-THINK-1YV-2024,DSP-ASUS-THINK-1YV-2024,Display,2025-11-26,Display failure,Display failure reported for display.,Component Replaced,219.14,219.14,9,False
R0010181,P017299,LP-ASUS-THINK-1YV-2024,KBD-ASUS-THINK-1YV-2024,Keyboard,2026-07-17,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,54.3,54.3,3,False
R0010182,P017300,LP-LENOVO-BLADE-VSS-2024,MB-LENOVO-BLADE-VSS-2024,Motherboard,2026-07-25,Power failure,Power failure reported for motherboard.,Component Replaced,519.17,519.17,12,False
R0010183,P017302,LP-ASUS-SLIM-E72-2023,BAT-ASUS-SLIM-E72-2023,Battery,2026-07-23,Battery not charging,Battery not charging reported for battery.,Repaired,50.6,173.7,4,False
R0010184,P017303,LP-LENOVO-THINK-QV2-2024,DSP-LENOVO-THINK-QV2-2024,Display,2026-06-06,Backlight failure,Backlight failure reported for display.,Component Replaced,534.66,534.66,3,False
R0010185,P017303,LP-LENOVO-THINK-QV2-2024,SSD-LENOVO-THINK-QV2-2024,SSD,2024-12-23,Storage failure,Storage failure reported for ssd.,Repaired,77.02,298.63,2,True
R0010186,P017309,LP-HP-AIR-ZPR-2023,SSD-HP-AIR-ZPR-2023,SSD,2023-02-07,Storage failure,Storage failure reported for ssd.,Component Replaced,356.63,356.63,2,True
R0010187,P017309,LP-HP-AIR-ZPR-2023,KBD-HP-AIR-ZPR-2023,Keyboard,2026-02-27,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,128.31,128.31,4,False
R0010188,P017311,LP-MSI-NITRO-FET-2025,MB-MSI-NITRO-FET-2025,Motherboard,2025-09-30,System instability,System instability reported for motherboard.,Repaired,348.62,652.91,6,True
R0010189,P017316,LP-ACER-AIR-UK1-2025,MB-ACER-AIR-UK1-2025,Motherboard,2025-10-31,Boot failure,Boot failure reported for motherboard.,Component Replaced,597.01,597.01,12,True
R0010190,P017316,LP-ACER-AIR-UK1-2025,BAT-ACER-AIR-UK1-2025,Battery,2026-02-11,Battery swelling,Battery swelling reported for battery.,Component Replaced,217.58,217.58,1,True
R0010191,P017316,LP-ACER-AIR-UK1-2025,SSD-ACER-AIR-UK1-2025,SSD,2025-07-18,Storage failure,Storage failure reported for ssd.,Repaired,104.94,205.81,4,True
R0010192,P017317,LP-APPLE-LEGION-6LN-2022,BAT-APPLE-LEGION-6LN-2022,Battery,2023-10-08,Battery degradation,Battery degradation reported for battery.,Component Replaced,161.01,161.01,1,False
R0010193,P017320,LP-ACER-AIR-DDD-2019,MB-ACER-AIR-DDD-2019,Motherboard,2021-05-01,Power failure,Power failure reported for motherboard.,Repaired,162.21,283.45,6,False
R0010194,P017321,LP-DELL-CREATOR-Y60-2024,DSP-DELL-CREATOR-Y60-2024,Display,2024-12-16,Screen flickering,Screen flickering reported for display.,Component Replaced,326.24,326.24,6,True
R0010195,P017328,LP-APPLE-SLIM-9VL-2022,BAT-APPLE-SLIM-9VL-2022,Battery,2025-04-14,Battery degradation,Battery degradation reported for battery.,Component Replaced,319.86,319.86,4,False
R0010196,P017330,LP-DELL-NITRO-5MN-2024,BAT-DELL-NITRO-5MN-2024,Battery,2024-01-12,Battery not charging,Battery not charging reported for battery.,Component Replaced,197.02,197.02,1,True
R0010197,P017331,LP-SAMSUNG-NITRO-BIH-2024,BAT-SAMSUNG-NITRO-BIH-2024,Battery,2026-05-16,Battery degradation,Battery degradation reported for battery.,Component Replaced,238.43,238.43,1,True
R0010198,P017333,LP-HP-LEGION-9U1-2021,BAT-HP-LEGION-9U1-2021,Battery,2024-05-11,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,225.38,225.38,1,False
R0010199,P017334,LP-LENOVO-STEALTH-76W-2021,DSP-LENOVO-STEALTH-76W-2021,Display,2023-07-11,Dead pixels,Dead pixels reported for display.,Component Replaced,548.13,548.13,3,False
R0010200,P017337,LP-ASUS-STEALTH-GRA-2025,MB-ASUS-STEALTH-GRA-2025,Motherboard,2025-03-30,Power failure,Power failure reported for motherboard.,Component Replaced,647.04,647.04,12,True
R0010201,P017342,LP-MSI-THINK-O1J-2020,MB-MSI-THINK-O1J-2020,Motherboard,2021-08-24,Boot failure,Boot failure reported for motherboard.,Repaired,148.75,414.61,10,True
R0010202,P017347,LP-ASUS-ZEN-W98-2022,MB-ASUS-ZEN-W98-2022,Motherboard,2024-08-09,Boot failure,Boot failure reported for motherboard.,Repaired,129.34,406.74,6,False
R0010203,P017347,LP-ASUS-ZEN-W98-2022,DSP-ASUS-ZEN-W98-2022,Display,2022-02-03,Dead pixels,Dead pixels reported for display.,Component Replaced,351.38,351.38,5,True
R0010204,P017348,LP-MSI-PRO-W73-2021,KBD-MSI-PRO-W73-2021,Keyboard,2023-01-07,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,45.23,45.23,2,False
R0010205,P017351,LP-ACER-LEGION-SW0-2023,MB-ACER-LEGION-SW0-2023,Motherboard,2023-09-07,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,508.5,508.5,11,True
R0010206,P017352,LP-HP-AIR-XCU-2022,BAT-HP-AIR-XCU-2022,Battery,2023-07-21,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,275.39,275.39,1,False
R0010207,P017355,LP-LENOVO-BLADE-Z9D-2020,MB-LENOVO-BLADE-Z9D-2020,Motherboard,2024-01-17,System instability,System instability reported for motherboard.,Component Replaced,375.0,375.0,5,False
R0010208,P017356,LP-DELL-AIR-G8J-2023,MB-DELL-AIR-G8J-2023,Motherboard,2025-10-30,Power failure,Power failure reported for motherboard.,Repaired,237.53,574.51,15,False
R0010209,P017356,LP-DELL-AIR-G8J-2023,DSP-DELL-AIR-G8J-2023,Display,2024-07-17,Backlight failure,Backlight failure reported for display.,Repaired,301.0,524.99,5,False
R0010210,P017357,LP-DELL-NITRO-WWM-2018,BAT-DELL-NITRO-WWM-2018,Battery,2022-09-13,Battery degradation,Battery degradation reported for battery.,Component Replaced,193.18,193.18,3,False
R0010211,P017359,LP-APPLE-STEALTH-EK3-2023,DSP-APPLE-STEALTH-EK3-2023,Display,2025-08-07,Dead pixels,Dead pixels reported for display.,Component Replaced,404.92,404.92,4,False
R0010212,P017361,LP-DELL-THINK-N6Z-2021,MB-DELL-THINK-N6Z-2021,Motherboard,2024-07-26,Boot failure,Boot failure reported for motherboard.,Component Replaced,414.42,414.42,9,False
R0010213,P017363,LP-MSI-SLIM-EL8-2019,DSP-MSI-SLIM-EL8-2019,Display,2023-02-07,Backlight failure,Backlight failure reported for display.,Component Replaced,383.98,383.98,9,False
R0010214,P017363,LP-MSI-SLIM-EL8-2019,KBD-MSI-SLIM-EL8-2019,Keyboard,2022-06-21,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,91.0,91.0,5,False
R0010215,P017364,LP-APPLE-AIR-R2P-2022,DSP-APPLE-AIR-R2P-2022,Display,2026-05-16,Dead pixels,Dead pixels reported for display.,Component Replaced,523.46,523.46,3,False
R0010216,P017368,LP-RAZER-ZEN-T9C-2024,BAT-RAZER-ZEN-T9C-2024,Battery,2024-10-12,Battery degradation,Battery degradation reported for battery.,Component Replaced,188.99,188.99,2,True
R0010217,P017369,LP-SAMSUNG-SLIM-YRN-2025,DSP-SAMSUNG-SLIM-YRN-2025,Display,2026-04-20,Display failure,Display failure reported for display.,Component Replaced,240.93,240.93,8,False
R0010218,P017370,LP-LENOVO-SLIM-FGI-2023,MB-LENOVO-SLIM-FGI-2023,Motherboard,2024-05-05,Power failure,Power failure reported for motherboard.,Component Replaced,513.31,513.31,14,True
R0010219,P017370,LP-LENOVO-SLIM-FGI-2023,BAT-LENOVO-SLIM-FGI-2023,Battery,2023-04-29,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,243.5,243.5,4,True
R0010220,P017376,LP-HP-BLADE-BZG-2021,DSP-HP-BLADE-BZG-2021,Display,2025-10-15,Backlight failure,Backlight failure reported for display.,Component Replaced,335.03,335.03,7,False
R0010221,P017377,LP-APPLE-BLADE-QAL-2024,DSP-APPLE-BLADE-QAL-2024,Display,2026-08-29,Dead pixels,Dead pixels reported for display.,Component Replaced,445.05,445.05,7,True
R0010222,P017377,LP-APPLE-BLADE-QAL-2024,BAT-APPLE-BLADE-QAL-2024,Battery,2025-08-03,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,103.07,255.63,1,True
R0010223,P017382,LP-DELL-THINK-LLM-2022,BAT-DELL-THINK-LLM-2022,Battery,2025-09-30,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,187.85,187.85,2,False
R0010224,P017387,LP-APPLE-NITRO-T0X-2025,DSP-APPLE-NITRO-T0X-2025,Display,2026-03-13,Screen flickering,Screen flickering reported for display.,Component Replaced,541.61,541.61,7,False
R0010225,P017388,LP-LENOVO-LEGION-XIV-2023,BAT-LENOVO-LEGION-XIV-2023,Battery,2023-05-12,Battery not charging,Battery not charging reported for battery.,Component Replaced,226.82,226.82,3,True
R0010226,P017389,LP-LENOVO-CREATOR-DY6-2021,BAT-LENOVO-CREATOR-DY6-2021,Battery,2022-02-26,Battery degradation,Battery degradation reported for battery.,Component Replaced,115.92,115.92,4,True
R0010227,P017389,LP-LENOVO-CREATOR-DY6-2021,SSD-LENOVO-CREATOR-DY6-2021,SSD,2026-08-08,Performance degradation,Performance degradation reported for ssd.,Component Replaced,135.7,135.7,5,False
R0010228,P017394,LP-HP-CREATOR-MLM-2025,DSP-HP-CREATOR-MLM-2025,Display,2025-11-10,Display failure,Display failure reported for display.,Repaired,124.72,316.55,8,True
R0010229,P017394,LP-HP-CREATOR-MLM-2025,RAM-HP-CREATOR-MLM-2025,RAM,2026-06-24,Memory error,Memory error reported for ram.,Component Replaced,152.63,152.63,3,False
R0010230,P017401,LP-GIGABYTE-CREATOR-TPZ-2024,MB-GIGABYTE-CREATOR-TPZ-2024,Motherboard,2026-03-04,Power failure,Power failure reported for motherboard.,Repaired,248.62,724.53,13,False
R0010231,P017403,LP-LENOVO-PRO-G79-2018,SSD-LENOVO-PRO-G79-2018,SSD,2026-05-30,Storage failure,Storage failure reported for ssd.,Repaired,89.74,149.6,6,False
R0010232,P017405,LP-MSI-ZEN-MOX-2024,KBD-MSI-ZEN-MOX-2024,Keyboard,2024-03-19,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,52.93,52.93,5,True
R0010233,P017406,LP-ACER-SLIM-T7B-2023,BAT-ACER-SLIM-T7B-2023,Battery,2025-04-22,Battery not charging,Battery not charging reported for battery.,Component Replaced,209.6,209.6,1,False
R0010234,P017407,LP-GIGABYTE-SLIM-R5U-2023,BAT-GIGABYTE-SLIM-R5U-2023,Battery,2024-12-12,Battery swelling,Battery swelling reported for battery.,Component Replaced,162.85,162.85,4,True
R0010235,P017408,LP-SAMSUNG-STEALTH-0AT-2020,BAT-SAMSUNG-STEALTH-0AT-2020,Battery,2022-02-10,Battery not charging,Battery not charging reported for battery.,Repaired,75.24,197.62,2,False
R0010236,P017412,LP-MSI-CREATOR-BVJ-2023,KBD-MSI-CREATOR-BVJ-2023,Keyboard,2026-03-03,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,86.73,86.73,5,False
R0010237,P017413,LP-DELL-AIR-UWL-2024,DSP-DELL-AIR-UWL-2024,Display,2024-08-19,Dead pixels,Dead pixels reported for display.,End of Life,53.07,356.57,9,True
R0010238,P017413,LP-DELL-AIR-UWL-2024,SSD-DELL-AIR-UWL-2024,SSD,2024-03-14,Drive not detected,Drive not detected reported for ssd.,Component Replaced,188.28,188.28,5,True
R0010239,P017419,LP-HP-LEGION-63Y-2023,DSP-HP-LEGION-63Y-2023,Display,2023-11-17,Dead pixels,Dead pixels reported for display.,Component Replaced,334.94,334.94,6,True
R0010240,P017420,LP-LENOVO-THINK-9DQ-2024,BAT-LENOVO-THINK-9DQ-2024,Battery,2024-12-10,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,133.19,133.19,2,True
R0010241,P017422,LP-DELL-PRO-6CG-2021,BAT-DELL-PRO-6CG-2021,Battery,2021-11-25,Battery swelling,Battery swelling reported for battery.,Component Replaced,130.39,130.39,3,True
R0010242,P017423,LP-DELL-AIR-MXX-2021,SSD-DELL-AIR-MXX-2021,SSD,2021-10-07,Read/write errors,Read/write errors reported for ssd.,Repaired,63.74,147.16,5,True
R0010243,P017424,LP-SAMSUNG-STEALTH-UAC-2024,SSD-SAMSUNG-STEALTH-UAC-2024,SSD,2024-09-02,Storage failure,Storage failure reported for ssd.,Component Replaced,218.99,218.99,5,True
R0010244,P017428,LP-ACER-NITRO-APR-2023,DSP-ACER-NITRO-APR-2023,Display,2025-08-01,Backlight failure,Backlight failure reported for display.,Repaired,152.07,284.42,5,True
R0010245,P017431,LP-ACER-LEGION-QIG-2025,MB-ACER-LEGION-QIG-2025,Motherboard,2025-09-20,System instability,System instability reported for motherboard.,Component Replaced,699.98,699.98,7,True
R0010246,P017432,LP-ACER-AIR-H2F-2023,MB-ACER-AIR-H2F-2023,Motherboard,2026-08-24,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,475.86,475.86,14,False
R0010247,P017435,LP-DELL-ZEN-DQT-2022,BAT-DELL-ZEN-DQT-2022,Battery,2023-06-14,Battery degradation,Battery degradation reported for battery.,Repaired,49.56,132.49,3,False
R0010248,P017436,LP-DELL-AIR-E29-2023,MB-DELL-AIR-E29-2023,Motherboard,2023-02-01,Boot failure,Boot failure reported for motherboard.,Component Replaced,472.64,472.64,6,True
R0010249,P017439,LP-LENOVO-PRO-UFB-2023,MB-LENOVO-PRO-UFB-2023,Motherboard,2026-08-10,Power failure,Power failure reported for motherboard.,Component Replaced,537.14,537.14,15,False
R0010250,P017439,LP-LENOVO-PRO-UFB-2023,BAT-LENOVO-PRO-UFB-2023,Battery,2025-09-24,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,214.37,214.37,2,True
R0010251,P017440,LP-ASUS-BLADE-UTK-2025,MB-ASUS-BLADE-UTK-2025,Motherboard,2026-02-04,Boot failure,Boot failure reported for motherboard.,Component Replaced,337.89,337.89,15,False
